14686,AS-L25,42
14685,AS-L24,44
14644,AS-L23,44
14603,AS-L22,43
14602,AS-L21,42
14552,AS-L20,44
14551,AS-L19,43
14550,AS-L18,45
14507,AS-L17,45
14506,AS-L16,45
14499,AS-L15,45
14492,AS-L14,47
14463,AS-L13,45
14410,AS-L12,47
14409,AS-L11,47
14406,AS-L10,46
14333,AS-L09,46
14331,AS-L08,46
14265,AS-L07,46
14264,AS-L06,47
14240,AS-L05,47
14236,AS-L04,48
14235,AS-L03,49
14225,AS-L02,47
