timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1591277168225,348,Login as teacher,200,,setUp Thread Group 1-1,text,true,,1365,155,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/auth/demo/teacher,345,0,273
1591277168608,129,Create question,200,,setUp Thread Group 1-1,text,true,,836,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,129,0,0
1591277168738,104,Create question,200,,setUp Thread Group 1-1,text,true,,835,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,104,0,0
1591277168843,114,Create question,200,,setUp Thread Group 1-1,text,true,,836,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,114,0,0
1591277168959,128,Create question,200,,setUp Thread Group 1-1,text,true,,834,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,128,0,0
1591277169089,118,Create question,200,,setUp Thread Group 1-1,text,true,,835,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,118,0,0
1591277169208,123,Create question,200,,setUp Thread Group 1-1,text,true,,836,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,123,0,0
1591277169332,103,Create question,200,,setUp Thread Group 1-1,text,true,,835,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,103,0,0
1591277169437,124,Create question,200,,setUp Thread Group 1-1,text,true,,836,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,124,0,0
1591277169563,130,Create question,200,,setUp Thread Group 1-1,text,true,,834,1227,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,130,0,0
1591277169694,131,Create question,200,,setUp Thread Group 1-1,text,true,,836,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,131,0,0
1591277169827,122,Create question,200,,setUp Thread Group 1-1,text,true,,836,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,122,0,0
1591277169950,123,Create question,200,,setUp Thread Group 1-1,text,true,,835,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,123,0,0
1591277170074,128,Create question,200,,setUp Thread Group 1-1,text,true,,837,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,128,0,0
1591277170203,126,Create question,200,,setUp Thread Group 1-1,text,true,,833,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,125,0,0
1591277170330,212,Create question,200,,setUp Thread Group 1-1,text,true,,836,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,212,0,76
1591277170543,141,Create question,200,,setUp Thread Group 1-1,text,true,,834,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,141,0,0
1591277170685,146,Create question,200,,setUp Thread Group 1-1,text,true,,835,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,145,0,0
1591277170832,124,Create question,200,,setUp Thread Group 1-1,text,true,,836,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,123,0,0
1591277170957,140,Create question,200,,setUp Thread Group 1-1,text,true,,835,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,140,0,0
1591277171098,139,Create question,200,,setUp Thread Group 1-1,text,true,,835,1229,1,1,https://quizzes-tutor.tecnico.ulisboa.pt/api/courses/2/questions/,139,0,0
